Назва університету,City,Region,Код спеціальності,Назва спеціальності та освітньої програми,Description-specialty,Вартість навчання
Миколаївський національний аграрний університет,Миколаїв,Миколаївська,G21,Біотехнології та біоінженерія,,18000
Миколаївський національний аграрний університет,Миколаїв,Миколаївська,G18,Геодезія та землеустрій,,18000
Миколаївський національний аграрний університет,Миколаїв,Миколаївська,G4,"Електроенергетика, електротехніка та електромеханіка",,18000
Миколаївський національний аграрний університет,Миколаїв,Миколаївська,K2,Готельно-ресторанна справа,,44000
Миколаївський національний аграрний університет,Миколаїв,Миколаївська,C1,Економіка,,44000
Мукачівський державний університет,Мукачево,Закарпатська,E2,Географія,,30000
Мукачівський державний університет,Мукачево,Закарпатська,A2,Дошкільна освіта,,30000
Мукачівський державний університет,Мукачево,Закарпатська,D7,"Інформаційна, бібліотечна та архівна справа",,30000
Мукачівський державний університет,Мукачево,Закарпатська,C8,"Музеєзнавство, пам’яткознавство",,30000
Мукачівський державний університет,Мукачево,Закарпатська,A3,Початкова освіта,,30000
Мукачівський державний університет,Мукачево,Закарпатська,G9,Прикладна механіка,,30000
Мукачівський державний університет,Мукачево,Закарпатська,A5,Професійна освіта (Економіка),,30000
Мукачівський державний університет,Мукачево,Закарпатська,A5,Професійна освіта (Технологія виробів легкої промисловості),,30000
Мукачівський державний університет,Мукачево,Закарпатська,A4,Середня освіта (Природничі науки),,30000
Мукачівський державний університет,Мукачево,Закарпатська,A6,Спеціальна освіта (Логопедія),,30000
Мукачівський державний університет,Мукачево,Закарпатська,G15,Технології легкої промисловості,,30000
Мукачівський державний університет,Мукачево,Закарпатська,K2,Готельно-ресторанна справа,,32000
Мукачівський державний університет,Мукачево,Закарпатська,D5,Маркетинг,,32000
Мукачівський державний університет,Мукачево,Закарпатська,D3,Менеджмент,,32000
Мукачівський державний університет,Мукачево,Закарпатська,B5,Музичне мистецтво,,32000
Мукачівський державний університет,Мукачево,Закарпатська,D1,Облік і оподаткування,,32000
Мукачівський державний університет,Мукачево,Закарпатська,C4,Психологія,,32000
Мукачівський державний університет,Мукачево,Закарпатська,A4,Середня освіта (Англійська мова та зарубіжна література),,32000
Мукачівський державний університет,Мукачево,Закарпатська,K4,Туризм і рекреація,,32000
Мукачівський державний університет,Мукачево,Закарпатська,D2,"Фінанси, банківська справа, страхування та фондовий ринок",,32000
Національна академія Державної прикордонної служби України імені Богдана Хмельницького (військова частина 9960),Хмельницький,Хмельницька,K9,Автомобільний транспорт,,13267
Національна академія Державної прикордонної служби України імені Богдана Хмельницького (військова частина 9960),Хмельницький,Хмельницька,D8,Право,,13267
Національна академія Державної прикордонної служби України імені Богдана Хмельницького (військова частина 9960),Хмельницький,Хмельницька,C4,Психологія,,13267
Національна академія Державної прикордонної служби України імені Богдана Хмельницького (військова частина 9960),Хмельницький,Хмельницька,D4,Публічне управління та адміністрування,,13267
Національна академія Державної прикордонної служби України імені Богдана Хмельницького (військова частина 9960),Хмельницький,Хмельницька,G7,Телекомунікації та радіотехніка,,13267
Національна академія Державної прикордонної служби України імені Богдана Хмельницького (військова частина 9960),Хмельницький,Хмельницька,B11,Філологія,,13267
Національна академія Державної прикордонної служби України імені Богдана Хмельницького (військова частина 9960),Хмельницький,Хмельницька,G19,Безпека державного кордону,,17000
Національна академія Державної прикордонної служби України імені Богдана Хмельницького (військова частина 9960),Хмельницький,Хмельницька,L5,Військове управління (за видами збройних сил),,17000
Національна академія Державної прикордонної служби України імені Богдана Хмельницького (військова частина 9960),Хмельницький,Хмельницька,K3,Національна безпека (сфера прикордонної діяльності),,17000
Національна академія Державної прикордонної служби України імені Богдана Хмельницького (військова частина 9960),Хмельницький,Хмельницька,K9,Правоохоронна діяльність,,17000
"Національний технічний університет ""Харківський політехнічний інститут""",Харків,Харківська,K7,Автоматизація та комп’ютерно-інтегровані технології,,31000
"Національний технічний університет ""Харківський політехнічний інститут""",Харків,Харківська,K9,Автомобільний транспорт,,31000
"Національний технічний університет ""Харківський політехнічний інститут""",Харків,Харківська,G11,Галузеве машинобудування,,31000
"Національний технічний університет ""Харківський політехнічний інститут""",Харків,Харківська,G4,"Електроенергетика, електротехніка та електромеханіка",,31000
"Національний технічний університет ""Харківський політехнічний інститут""",Харків,Харківська,F2,Інженерія програмного забезпечення,,31000
"Національний технічний університет ""Харківський політехнічний інститут""",Харків,Харківська,F3,Комп’ютерні науки,,31000
"Національний технічний університет ""Харківський політехнічний інститут""",Харків,Харківська,G7,Телекомунікації та радіотехніка,,31000
"Національний технічний університет ""Харківський політехнічний інститут""",Харків,Харківська,G1,Хімічні технології та інженерія,,31000
"Національний університет ""Запорізька політехніка""",Запоріжжя,Запорізька,G9,Прикладна механіка,,19900
"Національний університет ""Запорізька політехніка""",Запоріжжя,Запорізька,G9,Прикладна механіка,,19900
"Національний університет ""Запорізька політехніка""",Запоріжжя,Запорізька,A6,Спеціальна освіта (Логопедія/Корекційна освіта),,19900
"Національний університет ""Запорізька політехніка""",Запоріжжя,Запорізька,K3,Фізична культура і спорт,,19900
"Національний університет ""Запорізька політехніка""",Запоріжжя,Запорізька,K3,Фізична культура і спорт,,19900
"Національний університет ""Запорізька політехніка""",Запоріжжя,Запорізька,C2,Політологія,,21000
"Національний університет ""Запорізька політехніка""",Запоріжжя,Запорізька,C7,Журналістика,,22000
"Національний університет ""Запорізька політехніка""",Запоріжжя,Запорізька,B2,Дизайн (Графічний дизайн),,23000
"Національний університет ""Запорізька політехніка""",Запоріжжя,Запорізька,B2,Дизайн (Дизайн середовища),,23000
"Національний університет ""Запорізька політехніка""",Запоріжжя,Запорізька,C1,Економіка (Митна справа),,23000
"Національний університет ""Запорізька політехніка""",Запоріжжя,Запорізька,C1,Економіка (Міжнародна економіка та економічна безпека),,23000
"Національний університет ""Запорізька політехніка""",Запоріжжя,Запорізька,C1,Економіка (Управління персоналом та економіка праці),,23000
"Національний університет ""Запорізька політехніка""",Запоріжжя,Запорізька,C1,Економіка (Цифрова економіка та електронний бізнес),,23000
"Національний університет ""Запорізька політехніка""",Запоріжжя,Запорізька,F2,Інженерія програмного забезпечення,,23000
"Національний університет ""Запорізька політехніка""",Запоріжжя,Запорізька,F5,Кібербезпека та захист інформації,,23000
"Національний університет ""Запорізька політехніка""",Запоріжжя,Запорізька,F5,Кібербезпека та захист інформації,,23000
"Національний університет ""Запорізька політехніка""",Запоріжжя,Запорізька,F7,Комп’ютерна інженерія,,23000
"Національний університет ""Запорізька політехніка""",Запоріжжя,Запорізька,F3,Комп’ютерні науки,,23000
"Національний університет ""Запорізька політехніка""",Запоріжжя,Запорізька,D5,Маркетинг,,23000
"Національний університет ""Запорізька політехніка""",Запоріжжя,Запорізька,D3,Менеджмент (Менеджмент організацій і адміністрування),,23000
"Національний університет ""Запорізька політехніка""",Запоріжжя,Запорізька,D3,Менеджмент (Управління проєктами),,23000
"Національний університет ""Запорізька політехніка""",Запоріжжя,Запорізька,D1,Облік і оподаткування,,23000
"Національний університет ""Запорізька політехніка""",Запоріжжя,Запорізька,D6,Підприємництво та торгівля (Економіка бізнесу),,23000
"Національний університет ""Запорізька політехніка""",Запоріжжя,Запорізька,D6,Підприємництво та торгівля (Економіка підприємства),,23000
"Національний університет ""Запорізька політехніка""",Запоріжжя,Запорізька,D6,Підприємництво та торгівля (Організація торгівлі та комерційна логістика),,23000
"Національний університет ""Запорізька політехніка""",Запоріжжя,Запорізька,D6,Підприємництво та торгівля (Підприємництво),,23000
"Національний університет ""Запорізька політехніка""",Запоріжжя,Запорізька,D8,Право (Правознавство),,23000
"Національний університет ""Запорізька політехніка""",Запоріжжя,Запорізька,C4,Психологія,,23000
"Національний університет ""Запорізька політехніка""",Запоріжжя,Запорізька,F3,Системний аналіз (Інтелектуальні технології та прийняття рішень в складних системах),,23000
"Національний університет ""Запорізька політехніка""",Запоріжжя,Запорізька,B11,Філологія (Германські мови та літератури),,23000
"Національний університет ""Запорізька політехніка""",Запоріжжя,Запорізька,D2,"Фінанси, банківська справа, страхування та фондовий ринок",,23000
"Національний університет ""Одеська морська академія""",Одеса,Одеська,D8,Право,,50000
"Національний університет ""Одеська морська академія""",Одеса,Одеська,K7,Автоматизація та комп’ютерно-інтегровані технології,,51600
"Національний університет ""Одеська морська академія""",Одеса,Одеська,K9,Авіаційна та ракетно-космічна техніка,,53800
"Національний університет ""Одеська морська академія""",Одеса,Одеська,K6,Морський та внутрішній водний транспорт,,54500
"Національний університет ""Острозька академія""",Острог,Рівненська,K5,Громадське здоров’я,,34200
"Національний університет ""Острозька академія""",Острог,Рівненська,F3,Комп’ютерні науки,,34200
"Національний університет ""Острозька академія""",Острог,Рівненська,C2,Політологія,,34200
"Національний університет ""Острозька академія""",Острог,Рівненська,D8,Право,,34200
"Національний університет ""Острозька академія""",Острог,Рівненська,C4,Психологія,,34200
"Національний університет ""Острозька академія""",Острог,Рівненська,C5,Соціологія,,34200
"Національний університет ""Острозька академія""",Острог,Рівненська,B11,Філологія,,34200
"Національний університет ""Полтавська політехніка імені Юрія Кондратюка""",Полтава,Полтавська,G11,Галузеве машинобудування,,55000
"Національний університет ""Полтавська політехніка імені Юрія Кондратюка""",Полтава,Полтавська,E2,Екологія,,55000
"Національний університет ""Полтавська політехніка імені Юрія Кондратюка""",Полтава,Полтавська,C1,Економіка,,55000
"Національний університет ""Полтавська політехніка імені Юрія Кондратюка""",Полтава,Полтавська,G4,"Електроенергетика, електротехніка та електромеханіка",,55000
"Національний університет ""Полтавська політехніка імені Юрія Кондратюка""",Полтава,Полтавська,F3,Комп’ютерні науки,,55000
"Національний університет ""Полтавська політехніка імені Юрія Кондратюка""",Полтава,Полтавська,D5,Маркетинг,,55000
"Національний університет ""Полтавська політехніка імені Юрія Кондратюка""",Полтава,Полтавська,D3,Менеджмент,,55000
"Національний університет ""Полтавська політехніка імені Юрія Кондратюка""",Полтава,Полтавська,D1,Облік і оподаткування,,55000
"Національний університет ""Полтавська політехніка імені Юрія Кондратюка""",Полтава,Полтавська,D2,"Фінанси, банківська справа та страхування",,55000
"Національний університет ""Чернігівська політехніка""",Чернігів,Чернігівська,K7,Автоматизація та комп’ютерно-інтегровані технології,,18512
"Національний університет ""Чернігівська політехніка""",Чернігів,Чернігівська,K9,Автомобільний транспорт,,18512
"Національний університет ""Чернігівська політехніка""",Чернігів,Чернігівська,H1,Агрономія,,18512
"Національний університет ""Чернігівська політехніка""",Чернігів,Чернігівська,G20,Будівництво та цивільна інженерія,,18512
"Національний університет ""Чернігівська політехніка""",Чернігів,Чернігівська,G18,Геодезія та землеустрій,,18512
"Національний університет ""Чернігівська політехніка""",Чернігів,Чернігівська,G4,"Електроенергетика, електротехніка та електромеханіка",,18512
"Національний університет ""Чернігівська політехніка""",Чернігів,Чернігівська,H4,Лісове господарство,,18512
"Національний університет ""Чернігівська політехніка""",Чернігів,Чернігівська,G9,Прикладна механіка,,18512
"Національний університет ""Чернігівська політехніка""",Чернігів,Чернігівська,I7,Соціальна робота,,18512
"Національний університет ""Чернігівська політехніка""",Чернігів,Чернігівська,G1,Хімічні технології та інженерія,,18512
"Національний університет ""Чернігівська політехніка""",Чернігів,Чернігівська,G13,Харчові технології,,21388
"Національний університет ""Чернігівська політехніка""",Чернігів,Чернігівська,C3,Міжнародна безпека,,30710
"Національний університет ""Чернігівська політехніка""",Чернігів,Чернігівська,C3,Міжнародна екологія,,30710
"Національний університет ""Чернігівська політехніка""",Чернігів,Чернігівська,C3,Міжнародна економіка,,30710
"Національний університет ""Чернігівська політехніка""",Чернігів,Чернігівська,C3,Міжнародна журналістика,,30710
"Національний університет ""Чернігівська політехніка""",Чернігів,Чернігівська,C3,Міжнародна інформація,,30710
"Національний університет ""Чернігівська політехніка""",Чернігів,Чернігівська,C3,Міжнародна освіта,,30710
"Національний університет ""Чернігівська політехніка""",Чернігів,Чернігівська,D8,Міжнародне право,,30710
"Національний університет ""Чернігівська політехніка""",Чернігів,Чернігівська,C3,Міжнародні відносини,,30710
"Національний університет ""Чернігівська політехніка""",Чернігів,Чернігівська,C1,Міжнародні економічні відносини,,30710
"Національний університет ""Чернігівська політехніка""",Чернігів,Чернігівська,D4,Публічне управління та адміністрування,,30710
"Національний університет ""Чернігівська політехніка""",Чернігів,Чернігівська,I7,Терапія та реабілітація,,30710
"Національний університет ""Чернігівська політехніка""",Чернігів,Чернігівська,K4,Туризм та рекреація,,30710
"Національний університет ""Чернігівський колегіум"" імені Т.Г. Шевченка",Чернігів,Чернігівська,H1,Агрономія,,20200
"Національний університет ""Чернігівський колегіум"" імені Т.Г. Шевченка",Чернігів,Чернігівська,E1,Біологія та біохімія,,20200
"Національний університет ""Чернігівський колегіум"" імені Т.Г. Шевченка",Чернігів,Чернігівська,G20,"Гідротехнічне будівництво, водна інженерія та водні технології",,20200
"Національний університет ""Чернігівський колегіум"" імені Т.Г. Шевченка",Чернігів,Чернігівська,A2,Дошкільна освіта,,20200
"Національний університет ""Чернігівський колегіум"" імені Т.Г. Шевченка",Чернігів,Чернігівська,E2,Екологія,,20200
"Національний університет ""Чернігівський колегіум"" імені Т.Г. Шевченка",Чернігів,Чернігівська,B9,Історія та археологія,,20200
"Національний університет ""Чернігівський колегіум"" імені Т.Г. Шевченка",Чернігів,Чернігівська,H4,Лісове господарство,,20200
"Національний університет ""Чернігівський колегіум"" імені Т.Г. Шевченка",Чернігів,Чернігівська,B4,Музичне мистецтво,,20200
"Національний університет ""Чернігівський колегіум"" імені Т.Г. Шевченка",Чернігів,Чернігівська,E4,Науки про Землю,,20200
"Національний університет ""Чернігівський колегіум"" імені Т.Г. Шевченка",Чернігів,Чернігівська,B0,"Образотворче мистецтво, декоративне мистецтво, реставрація",,20200
"Національний університет ""Чернігівський колегіум"" імені Т.Г. Шевченка",Чернігів,Чернігівська,A3,Початкова освіта,,20200
"Національний університет ""Чернігівський колегіум"" імені Т.Г. Шевченка",Чернігів,Чернігівська,A5,Професійна освіта,,20200
"Національний університет ""Чернігівський колегіум"" імені Т.Г. Шевченка",Чернігів,Чернігівська,B6,Релігієзнавство,,20200
"Національний університет ""Чернігівський колегіум"" імені Т.Г. Шевченка",Чернігів,Чернігівська,A4,Середня освіта (за предметними спеціалізаціями),,20200
"Національний університет ""Чернігівський колегіум"" імені Т.Г. Шевченка",Чернігів,Чернігівська,K3,Фізична культура і спорт,,20200
"Національний університет ""Чернігівський колегіум"" імені Т.Г. Шевченка",Чернігів,Чернігівська,B10,Філософія,,20200
"Національний університет ""Чернігівський колегіум"" імені Т.Г. Шевченка",Чернігів,Чернігівська,G13,Харчові технології та інженерія,,20200
"Національний університет ""Чернігівський колегіум"" імені Т.Г. Шевченка",Чернігів,Чернігівська,E3,Хімія,,20200
"Національний університет ""Чернігівський колегіум"" імені Т.Г. Шевченка",Чернігів,Чернігівська,F3,Комп’ютерні науки,,25850
"Національний університет ""Чернігівський колегіум"" імені Т.Г. Шевченка",Чернігів,Чернігівська,D3,Менеджмент,,25850
"Національний університет ""Чернігівський колегіум"" імені Т.Г. Шевченка",Чернігів,Чернігівська,D3,Менеджмент соціокультурної діяльності,,25850
"Національний університет ""Чернігівський колегіум"" імені Т.Г. Шевченка",Чернігів,Чернігівська,D3,Підприємництво та торгівля,,25850
"Національний університет ""Чернігівський колегіум"" імені Т.Г. Шевченка",Чернігів,Чернігівська,C2,Політологія,,25850
"Національний університет ""Чернігівський колегіум"" імені Т.Г. Шевченка",Чернігів,Чернігівська,D8,Право,,25850
"Національний університет ""Чернігівський колегіум"" імені Т.Г. Шевченка",Чернігів,Чернігівська,C4,Психологія,,25850
"Національний університет ""Чернігівський колегіум"" імені Т.Г. Шевченка",Чернігів,Чернігівська,C5,Соціологія,,25850
Національний університет водного господарства та природокористування,Рівне,Рівненська,K9,Автомобільний транспорт,,32000
Національний університет водного господарства та природокористування,Рівне,Рівненська,G20,Будівництво та цивільна інженерія,,32000
Національний університет водного господарства та природокористування,Рівне,Рівненська,G11,Галузеве машинобудування,,32000
Національний університет водного господарства та природокористування,Рівне,Рівненська,G18,Геодезія та землеустрій,,32000
Національний університет водного господарства та природокористування,Рівне,Рівненська,G4,"Електроенергетика, електротехніка та електромеханіка",,32000
Національний університет водного господарства та природокористування,Рівне,Рівненська,F3,Комп’ютерні науки,,32000
Національний університет водного господарства та природокористування,Рівне,Рівненська,C4,Психологія,,32000
Національний університет водного господарства та природокористування,Рівне,Рівненська,A5,Професійна освіта (Цифрові технології),,35000
Національний університет кораблебудування імені адмірала Макарова,Миколаїв,Миколаївська,G13,Проектування та виробництво суднових конструкцій із композиційних матеріалів,,17600
Національний університет кораблебудування імені адмірала Макарова,Миколаїв,Миколаївська,G13,Системотехніка об’єктів морської інфраструктури,,17600
Національний університет кораблебудування імені адмірала Макарова,Миколаїв,Миколаївська,G13,Суднобудування,,17600
Національний університет кораблебудування імені адмірала Макарова,Миколаїв,Миколаївська,G13,Суднові енергетичні установки та устаткування,,17600
Національний фармацевтичний університет,Харків,Харківська,I5,Медсестринство,,44000
Національний фармацевтичний університет,Харків,Харківська,I4,Технології медичної діагностики та лікування,,44000
Національний фармацевтичний університет,Харків,Харківська,I6,"Фармація, промислова фармація",,44000
Національний фармацевтичний університет,Харків,Харківська,I2,Медицина,,46000
Національний юридичний університет імені Ярослава Мудрого,Харків,Харківська,D8,Міжнародне право,,34200
Національний юридичний університет імені Ярослава Мудрого,Харків,Харківська,D8,Право,,34200
Національний юридичний університет імені Ярослава Мудрого,Харків,Харківська,K9,Правоохоронна діяльність,,34200
Ніжинський державний університет імені Миколи Гоголя,Ніжин,Чернігівська,H1,Агрономія,,20000
Ніжинський державний університет імені Миколи Гоголя,Ніжин,Чернігівська,E1,Біологія та біохімія,,20000
Ніжинський державний університет імені Миколи Гоголя,Ніжин,Чернігівська,G20,"Гідротехнічне будівництво, водна інженерія та водні технології",,20000
Ніжинський державний університет імені Миколи Гоголя,Ніжин,Чернігівська,A2,Дошкільна освіта,,20000
Ніжинський державний університет імені Миколи Гоголя,Ніжин,Чернігівська,E2,Екологія,,20000
Ніжинський державний університет імені Миколи Гоголя,Ніжин,Чернігівська,B9,Історія та археологія,,20000
Ніжинський державний університет імені Миколи Гоголя,Ніжин,Чернігівська,F3,Комп’ютерні науки,,20000
Ніжинський державний університет імені Миколи Гоголя,Ніжин,Чернігівська,H4,Лісове господарство,,20000
Ніжинський державний університет імені Миколи Гоголя,Ніжин,Чернігівська,D3,Менеджмент,,20000
Ніжинський державний університет імені Миколи Гоголя,Ніжин,Чернігівська,D3,Менеджмент соціокультурної діяльності,,20000
Ніжинський державний університет імені Миколи Гоголя,Ніжин,Чернігівська,B4,Музичне мистецтво,,20000
Ніжинський державний університет імені Миколи Гоголя,Ніжин,Чернігівська,E4,Науки про Землю,,20000
Ніжинський державний університет імені Миколи Гоголя,Ніжин,Чернігівська,B1,"Образотворче мистецтво, декоративне мистецтво, реставрація",,20000
Ніжинський державний університет імені Миколи Гоголя,Ніжин,Чернігівська,A1,"Освітні, педагогічні науки",,20000
Ніжинський державний університет імені Миколи Гоголя,Ніжин,Чернігівська,D3,Підприємництво та торгівля,,20000
Ніжинський державний університет імені Миколи Гоголя,Ніжин,Чернігівська,C2,Політологія,,20000
Ніжинський державний університет імені Миколи Гоголя,Ніжин,Чернігівська,A3,Початкова освіта,,20000
Ніжинський державний університет імені Миколи Гоголя,Ніжин,Чернігівська,D8,Право,,20000
Ніжинський державний університет імені Миколи Гоголя,Ніжин,Чернігівська,A5,Професійна освіта,,20000
Ніжинський державний університет імені Миколи Гоголя,Ніжин,Чернігівська,C4,Психологія,,20000
Ніжинський державний університет імені Миколи Гоголя,Ніжин,Чернігівська,B6,Релігієзнавство,,20000
Ніжинський державний університет імені Миколи Гоголя,Ніжин,Чернігівська,A4,Середня освіта (за предметними спеціалізаціями),,20000
Ніжинський державний університет імені Миколи Гоголя,Ніжин,Чернігівська,C5,Соціологія,,20000
Ніжинський державний університет імені Миколи Гоголя,Ніжин,Чернігівська,K3,Фізична культура і спорт,,20000
Ніжинський державний університет імені Миколи Гоголя,Ніжин,Чернігівська,B10,Філософія,,20000
Ніжинський державний університет імені Миколи Гоголя,Ніжин,Чернігівська,G13,Харчові технології та інженерія,,20000
Ніжинський державний університет імені Миколи Гоголя,Ніжин,Чернігівська,E3,Хімія,,20000
Одеська державна академія будівництва та архітектури,Одеса,Одеська,E2,Екологія,,20000
Одеська державна академія будівництва та архітектури,Одеса,Одеська,G11,Галузеве машинобудування,,22000
Одеська державна академія будівництва та архітектури,Одеса,Одеська,D3,Менеджмент,,23000
Одеська державна академія будівництва та архітектури,Одеса,Одеська,G20,Будівництво та цивільна інженерія,,24000
Одеська державна академія будівництва та архітектури,Одеса,Одеська,G19,Архітектура та містобудування,,26000
Одеська національна музична академія імені А.В. Нежданової,Одеса,Одеська,C6,Культурологія,,20000
Одеська національна музична академія імені А.В. Нежданової,Одеса,Одеська,B4,Музичне мистецтво,,45700
Одеський національний економічний університет,Одеса,Одеська,D1,Облік і оподаткування,,26000
Одеський національний економічний університет,Одеса,Одеська,D2,"Фінанси, банківська справа та страхування",,26500
Одеський національний економічний університет,Одеса,Одеська,C1,Економіка,,27000
Одеський національний економічний університет,Одеса,Одеська,D5,Маркетинг,,27000
Одеський національний економічний університет,Одеса,Одеська,D3,Менеджмент,,27500
Одеський національний економічний університет,Одеса,Одеська,C1,Міжнародні економічні відносини,,28000
Одеський національний технологічний університет,Одеса,Одеська,G11,Галузеве машинобудування,,11900
Одеський національний технологічний університет,Одеса,Одеська,E2,Екологія,,13560
Одеський національний технологічний університет,Одеса,Одеська,G13,Харчові технології,,13930
Одеський національний технологічний університет,Одеса,Одеська,C1,Економіка,,27860
Одеський національний технологічний університет,Одеса,Одеська,F3,Комп’ютерні науки,,27860
Одеський національний технологічний університет,Одеса,Одеська,D5,Маркетинг,,27860
Одеський національний технологічний університет,Одеса,Одеська,D3,Менеджмент,,27860
Одеський національний технологічний університет,Одеса,Одеська,D1,Облік і оподаткування,,27860
Одеський національний технологічний університет,Одеса,Одеська,D2,"Фінанси, банківська справа та страхування",,27860
Одеський національний університет імені І. І. Мечникова,Одеса,Одеська,E4,Науки про Землю,,25000
Одеський національний університет імені І. І. Мечникова,Одеса,Одеська,E5,Фізика та астрономія,,25000
Одеський національний університет імені І. І. Мечникова,Одеса,Одеська,E2,Екологія,,26000
Одеський національний університет імені І. І. Мечникова,Одеса,Одеська,F1,Прикладна математика,,26000
Одеський національний університет імені І. І. Мечникова,Одеса,Одеська,E1,Біологія,,27000
Одеський національний університет імені І. І. Мечникова,Одеса,Одеська,F3,Комп’ютерні науки,,28000
Одеський національний університет імені І. І. Мечникова,Одеса,Одеська,C5,Соціологія,,28000
Одеський національний університет імені І. І. Мечникова,Одеса,Одеська,B11,Філологія,,29000
Одеський національний університет імені І. І. Мечникова,Одеса,Одеська,C2,Політологія,,30000
